comment_id	source	comments	distortion	toxicity	corrected
1480	лентач	[id97431083|Владислав], хватит мне писать с непристойными предложениями. Ты меня вот с этим типом перепутал что ли? vk.com/id0?7777777	0	0	
452	медуза	[id379906006|Денис], потому все и носим маски	0	0	
1710	лентач	Как американский футбол может быть футболом, если там почти нет взаимодействий ноги и мяча?)	0	0	
1593	лентач	[id1887043|Николай], Окей, тогда снимаем фильмы с белым Коби Брайаном и другими баскетболистами, снимаем фильм с Мэтт Дэймоном играющим Барака Обаму и Бредд Пита играющего Снупп Дога. А как же отреагирует не нацистская не черепомерская славная американская общественность? Как отреагируют чёрные? Ой, они начнут погромы и очередную волну БЛМ-нацизма, ведь так? Удобно	0	0	
839	медуза	[id1666038|Елена], Поздняков предсказал теперь на 22 февраля	0	0	
1383	лентач	Хпхахаххахахахахаха, нет это же хахахахаха ха, может они там все друг другу головы поотрезают, чисто изи вин будет	0	0	
2783	дождь	он дурачок ........ почему они должны уезжать из донбасса в Россию, если их дом там......... может лучше Павловский сыпётся на свою историческую родину ..	0	1	
1554	лентач	[id228963499|Роман], толкиенисты говорят обратное.  В книгах есть упоминание о «смуглых» людях и каких-то «смуглых» рабах на службе у Саурона, но никак не о Niggalas’ах	0	0	
1827	лентач	Ага, переобулись русофобы, то-то же, знайте наших	0	0	
340	медуза		0	0	
886	медуза	[id631142250|Жанна], ваши несбыточные мечты так умилительны.	0	0	
399	медуза	По-моему, это интервью можно в палату мер и весов. 1 пропаганда. Чистая, незамутненная, отработанная.   Немного восхищён. Русская пропаганда хуже работает, потому что тупее.	0	0	
551	медуза	[id162364532|Моника], неадекватов и профнепригодных в Москве куча...., можно быть уверенными...((	0	0	
1543	лентач	[id390156709|Гордон], можт каждый день так делает?	0	0	
212	медуза	Мepзкая ситуация, видимо стоит ожидать какой-то провокации на этой или следующей неделе. Думаю любому здравомыслящему человеку понятно, что России эта война вообще не нужна, она ничего не получит от вторжения, только убытки. А вот штатам как раз эта война очень даже на руку - новые зверские санкции, окончательная изоляция России, возможность прибрать к рукам европейский рынок и создать образ нового мирового врага. Такие твapи они, конечно, ну надеюсь хоть мoзгов хватит третью мировую не начинать	1	1	Мерзкая ситуация, видимо стоит ожидать какой-то провокации на этой или следующей неделе. Думаю любому здравомыслящему человеку понятно, что России эта война вообще не нужна, она ничего не получит от вторжения, только убытки. А вот штатам как раз эта война очень даже на руку - новые зверские санкции, окончательная изоляция России, возможность прибрать к рукам европейский рынок и создать образ нового мирового врага. Такие твари они, конечно, ну надеюсь хоть мозгов хватит третью мировую не начинать
275	медуза	[id664336069|Лол-И], роттенберги просто владеют контрактами тех, кто строил мосты	0	0	
348	медуза	[id697432742|Georgy], ого, не знал, что ты никчемный фрик, если не любишь спорт??)))	0	0	
83	медуза	[id245116690|Виталий], своим чеченам, чтобы не посылать русских солдат резать головы этих чеченов самим	0	0	
2636	дождь	[id445628606|Буба], это нормально для укро конституции Сегодня одно, завтра другое. Вчера - реальный внеблоковый статус, сегодня - членство, которого нет, в НАТО	0	0	
510	медуза	напомни, какая связь между спутником и одобрения политики?	0	0	
2722	дождь		0	0	
70	медуза	[id1070940|Павел], а ты за законы? Против свободной торговли?	0	0	
1348	лентач	Встретились две души, даже сложно определить кто из них какого цвета.	0	0	
963	медуза	Там США и НАТО полностью снабдили Украину оружием, не удивлюсь если там и джедайские мечи есть. Очевидно, решение правильно. Чёрт его знает на кой ляд Зеленскому война. Но мы в чужие дела не лезем. Хочет воевать - получит отпор	0	0	
808	медуза	[id640890552|Алексей],	0	0	
2701	дождь	Когда коту делать нечего...	0	0	
2044	дождь	[id688989552|Виктор], бот, ты опять новости перепутал, тут не про Францию новость??????	0	0	
561	медуза		0	0	
1856	лентач	[id72309105|Елена], навряд ли. И я бы сказал, что утечка ничего не изменила, все равно рано или поздно все всё узнали. А утечка хотя бы позволила отвести подозрение от Марка и Мишиной/Галлямова (в день после переноса награждения, они не вышли на тренировки, и все на полном серьёзе обсуждали, что они тоже могли принимать допинг). Особенно Марк, так как на следующий день ему надо было выступать.	0	0	
2040	дождь	Дождь подкидывает дровишки для возбуждения выродков	0	1	
1444	лентач	[id367212947|Безработный], не заберут ничего. Во первых анализы будешь сдавать для получения прав обратно, если тебя лишили за вождение в нетрезвом виде. И если ты постоянно бухаешь и при этом ездишь за рулём, то тебя опять же могут отправить сдавать анализы, если пьяным поймают то всё лишат. Только как они будут узнавать что ты заядлый алкоголик, не понятно.	0	0	
2369	дождь	Как Путин допустил что наших спортсменов стали считать грязью?	0	0	
2016	дождь	гестапо и гостачо, перепутала?? это ваши лидеры хомячковые??	0	1	
2626	дождь	"[id16928554|Сергей], 90-е. Луганск. Двое в центре: криминальный авторитет Валера ""Доброслав"" Доброславский и Алексей ""Мячик"" Данилов ныне глава СНБО бывшей вна вукраины."	0	0	
638	медуза	[id260224483|Ник], а кто ты такое, чтобы тебе были обязаны отвечать? Тебя просто игнорят и вращают на ваджре - и я дальше сделаю то же самое, не тщись отвечать.	0	1	
2160	дождь	[id51947755|Михаил], элита нации выродков в парше и в позорных погонах ФСБ	0	1	
123	медуза	[id606023477|Константин], я не в курсе её биографии и мало что понимаю в фигурном катании, не знаю, как там всё устроенно, но я сильно сомневаюсь, что у неё получилось бы развить карьеру фигуристки, например в Индонезии. И думаю есть какие то закономерности в том, что российские фигуристы традиционно показывают высокие результаты на соревнованиях	0	0	
2505	дождь	Ей свидания положены, вот пусть по расписанию и ходит.	0	0	
148	медуза		0	0	
1704	лентач	[id27852722|Дима], в Америке называется.  Остальному миру поxyй на это	1	0	[id27852722|Дима], в Америке называется.  Остальному миру похуй на это
2859	дождь	[id88198113|Вячеслав], это констатация фактов.  Договорнячок Байдена и Путина работает. Еще не много и киевский режим под давлением США выполнит Минские соглашения-2. И все будут довольны. Россия получит Украины и не расширение НАТО, а Байден обьявит себя миротворцем, тк помог прекратить третью мировую войну и реализовал Минские соглашения-2, что никто не смог сделать 8 лет до него. Все в плюсах, кроме бандер, которых  начнут сажать	0	0	
678	медуза	да весь мир и сам должен понимать - над буками летать не нужно, мало ли...	0	0	
1262	лентач	Вполне себе в духе 90х новости, особенно третья.	0	0	
2856	дождь	[id138280294|Антон], мозгв хватает тока на ура патриотизм и копипаст пропаганды!)	0	1	
1982	лентач	[id2747733|Антон], ценник больничного то один, но в январе меньше рабочих дней соответственно один рабочий день в январе, дороже чем в декабре, тоже самое с отпуском	0	0	
2851	дождь	пусть и не возвращаются собаки дикие! Россия их бизнес хоть отожмёт	0	1	
871	медуза	Л о	0	0	
520	медуза	[id483002399|Максим], и что, вы присмерти на ИВЛ в коме щас?	0	0	
1491	лентач	"[id26276977|Сергей], ""Проект Ковид"" - это антипрививочники?"	0	0	
2131	дождь	[id345911582|Тоха], ну да, позорные погоны ФСБ жидо-персидским педерастам и гопникам никогда от дерьма уже не отмыть	0	1	
936	медуза	[id499300358|Slava], сейчас бы сравнивать вс рф начала 90ых и 2020ых?????	0	0	
909	медуза	если вкратце...	0	0	
2966	дождь	[id606524|Павел], Суверенитет страны стоит куда дороже.	0	0	
2881	дождь	[id692715088|Кирилл],	0	0	
597	медуза	[id499300358|Slava], так беги быстрее из Украины,у тебя осталось мало времени!!!	0	0	
2381	дождь	Надо срочно подать на МОК в суд за нарушение правил проведения олимпийских игр	0	0	
873	медуза	А в Украине- самоубийсво.	0	0	
2027	дождь	????????	0	0	
2736	дождь	[id700960213|Аглая],	0	0	
2847	дождь	[id88198113|Вячеслав], а сюда Путин добрался)	0	0	
677	медуза	юмор на уровне кухни. он что с дружками в бане отдыхает. такое поведение не допустимо.	0	0	
959	медуза	А также пенсии, финансирование науки, зарплаты медиков и учителей...	0	0	
903	медуза	Как никто не знает? Да на российских иностранных агентах любой АНАЛитик знает все мысли и планы Путина??????	0	1	
2923	дождь	[id459745564|Иван], ну какой из тебя мужик, ворчали братья Уильямс	0	0	
2303	дождь	срать хотел ентот вирус на нашу вакцинацию ...	0	0	
1624	лентач	добро может создать всё новое, а еще может улучшить и восстановить то, что изобрели или создали злые силы...У. Болдуин	0	0	
422	медуза	[id1404410|Алексей], продолжаем .	0	0	
2986	дождь	[id1208056|Максим], Байден сказал, что нужно выполнять Минские соглашения-2, чтобы Россия не напала на Украину, он ее и принуждает к их исполнению. Байден не Путин, сюсюкаться с киевским режимом не собирается и перешел от слов к делу - сделал из Украины беспилотную зону. Байден молодец.	0	0	
1096	лентач	Не жили нормально, неча и начинать.	0	0	
2724	дождь	[id30899826|Игорь], а ты любитель пива!!	0	0	
2403	дождь	[id62850348|Станислав], ??????	0	0	
90	медуза	"Представляю, как этот депутат обосрался, когда понял, что это не таджичка какая-то, которой можно депортацией пригрозить, а ""нация господ""."	0	1	
1342	лентач	"Просто напомню, что совсем недавно Делимханов призвал отрезать головы родным экс-судьи Янгулбаева.. Так какие именно единоросы ""портят нам всё""? Те, которые не разрешают нелегально торговать, или те, которые призывают отрезать головы людям, и тем, кто переведут на русский язык их призывы отрезать головы людям???"	0	0	
1457	лентач	[id177805299|Валентин], автомобиль - это рабство. Не выпить, не покурить, денег отвали на ТО, бензин, а для многих и на кредит на тачку Откажись от автомобиля - стань свободным. И тогда проблемы с баночками будут уже не твои проблемы	0	0	
2021	дождь	дeбuлы, не устану троллить дeбuл0в??	1	1	дебилы, не устану троллить дебилов??
1263	лентач	[id380144610|Андрей], кстати людей убивали только в 90х	0	0	
2035	дождь	Устали уже в носу ковырять??	0	0	
2664	дождь	[id704503360|Леонид], И налог на все это 67%	0	0	
951	медуза	этот плешивый недоумок походу решил совсем добить экономику рф	0	1	
2048	дождь	То что я состою в группе дождь я тоже иноагент?	0	0	
1570	лентач	[id23080412|Alexander], в спайдермене был белым.	0	0	
1496	лентач		0	0	
2769	дождь	[id131887586|Антон],	0	0	
2047	дождь	Развели еврейского лоха на подконтрольных жидо-персидским педерастам из спецслужбам СМИ.	0	1	
1418	лентач	[id5320175|Владислав], она совершила самое чудовищное преступление, что только можно представить - торговала на улице	0	0	
606	медуза	[id452831118|Александр], ну, если посмотреть и учесть всю налоговую нагрузку, которую просто раскидали, чтобы вы особо о ней не задумывались, то примерно 60-80% и выйдет. Или вы думаете, что всё, что платят производители, продавцы и работодатели - ложится тупо на их плечи?) удачи. Да, зарабатывает много, а тратит ещё больше)	0	0	
2106	дождь	[id23985536|Тимофей],	0	0	
1229	лентач	[id357654436|Влад], ну с одной стороны жалко народ, а с другой стороны мне то норм живется. У меня зп выше средней по Москве	0	0	
1401	лентач	Борьба говна с говном. Choose your fighter.	0	1	
180	медуза	чё за игра, такая же тупая как и админы медузы???	0	1	
866	медуза	[id526234962|Алекс?й], https://gosvon.net/photo.php?id=526234962	0	0	
202	медуза		0	0	
189	медуза	[id307054678|Виктор], но тебя же надпись не останавливает! Привык нищебродствовать и побираться по помойкам. Теперь разрешили в интернете грязью поливать - ты свои жизненные привычки сюда принёс.	0	1	
1062	лентач	Раз два три четыре пять	0	0	
1103	лентач	[id496261696|Андрей], так никто и не забирал Домбу :/	0	0	
288	медуза	Пишите как есть - бегство ??. Оставили чубатое стадо с деревяшками , знищувать москальску орду ))). Так Пэрэможэмо. Слава Усраине и Бандере Батьке! ??	0	1	
2300	дождь	Все переболели, а иммунитет не вырабатывается, бизнес на вакцине страдает.	0	0	
2551	дождь	[id664517645|Игорь], извращенцев что ли ?	0	0	
436	медуза	Заучит как совковая чушь	0	1	
1047	лентач	Эх, был би эгэ по любви к тебе	0	0	
662	медуза	А представьте путин в бункере вставится нозальным и наваливает сектор газа на всю до 4 утра	0	0	
1493	лентач	"[id26276977|Сергей], Нет никакого ""пректа"". Есть банальнейшая ситуация и куча людей, которые ни в чём не разбираются и не хотят разбираться."	0	0	
905	медуза	"[id15001784|Misha], здесь такое не читают. ) Щас вам прилетит от местных ""редакторов"" 15 рублей и все.)"	0	0	
1975	лентач	[id25070001|Сергей], у меня тоже в международной компании так было раньше, а сейчас вот просто по закону платят   Но я почитал. Когда стаж суммарный больше 8 лет будет, то будут платить 100% средней за последние 2 года  Но у меня бы всё равно вышло меньше на руки, так как зп растёт раз в полгода - год и 2 года назад пониже была заметно   Поэтому ни разу не брал больничный, работаю удалённо дома   Но на заводе так не получится, понимаю	0	0	
1622	лентач	[id121275714|Степан], да тоже фигня какая-то. У Толкина все нормально написано, не надо всякий фемобред толерантный туда вплетать	0	0	
2368	дождь	Ежели Камила станет чемпионом, церемонию отменят и олимпиаду закроют.	0	0	
840	медуза	[id73179867|Никита], ох, какие мы не решительные, с октября никак не решимся	0	0	
1938	лентач	[id556011771|Павел], запреты неэффективный метод, только хуже будет. Нужна пропаганда спорта	0	0	
1055	лентач	[id6225029|Константин], конечно, ведь в одиночку мы не можем ничего сделать. Так что поосторожнее с выражениями	0	0	
1548	лентач	[id390156709|Гордон], это Галадриэль, ей все можно)	0	0	
912	медуза	[id496882193|Александр], история о том, как профессионалы разводят гопников .	0	0	
2938	дождь	[id57537254|Дмитрий], где ты видел у Валиевой допинг и какое это имеет отношение к олимпийским играм?	0	0	
2980	дождь	[id658179580|Сергей], может быть лучше вернуться к Хельсинским соглашениям?	0	0	
1632	лентач	Не отвлекайся три четыре пять	0	0	
2033	дождь	козлины	0	1	
1738	лентач	[id417163040|Sergei], таких единицы. В   России далеко не каждый обычным футболом интересуется, не то что американским. Большинство россиян про это соревнование никогда не слышали, да даже разузнать про него никогда не пытались. Есть куча других более интересных новостей, которые могут быть интереснее и полезнее для россиян	0	0	
2609	дождь	директора ООО ЖК  гнобят население России.	0	0	
2389	дождь	[id132536763|Никита], а наши просто очень честные. Принимают допинг, но болеть даже не пытаются.	0	0	
2845	дождь	[id613904385|Влад], сюда абамка не добрался)	0	0	
9	медуза	Спасибо мистеру Райтману за моё счастливое детство!))))	0	0	
456	медуза	[id3312507|Ирина], Нас накрыл девятый вал,  Омикрон за горло взял.  https://vk.com/video-196730785_456239097	0	0	
2163	дождь	[id685229480|Владимир], ну Вы не правы,при Шойгу армия стала одной из сильнейших в мире при относительно не больших расходах,цена-качество...	0	0	
2329	дождь	[id494138618|Лиле], тупой мем. Даже не улыбнуло.	0	0	
2751	дождь	[id49464409|Анатолий],	0	0	
326	медуза	хорошо. а чинуша который поил её дрянье нашли? или он уже пошел на министра спорта?	0	0	
27	медуза	[id198484617|Артём], а по моему ты должен.	0	1	
449	медуза	[id674748930|Sam], тогда правда путириотов не было ещё и в умах тех кто их зачал... Эти путриоты никакого отношения к той войне и результату не имеют... Они там жили лично? Нет?.. Они лично воевали? Нет... Они выдели лично фашистов? Нет... . Те события сплошной миф и легенды... Сладкая иллюзия властей РФ для ватноголовых	0	1	
318	медуза	[id613406373|Kirill], сомневаюсь, что она в 15 лет специально употребляет допинг,скорее всего лекарство какое то	0	0	
127	медуза	Это только по поводу разрешения дальше выступать. По поводу результатов командного выступления решение будет принято позже и отдельно. То есть медали ещё лишить могут.	0	0	
1983	лентач	[id345750893|Джордан], оклад да, а премию режут. Причем если в обычный месяц премия допустим 25тысяч, то в январе 10 тысяч. Т.е. даже с учетом постоянного оклада, все равно получаешь за фактически отработанные дни	0	0	
874	медуза	"""Черту"" - к чёрту!"	0	0	
1404	лентач	Чечня, это Россия, так что...??? ..	0	0	
2428	дождь	[id21206235|Ренат],	0	0	
2347	дождь	??????©??	0	0	
1775	лентач	Эволюция - мне нравится этот фильм.	0	0	
2149	дождь	Опа! Опа! Америка-Европа! Азия-Евразия, что за безобразие!	0	0	
2415	дождь	[id704299748|Альберт], ей Чичваркин там вдувает. А у Лехи в камере уже потолок рогами весь исцарапан	0	1	
2270	дождь	Более того, его же оружие и армия могут повернуться против него. Кстати, в России тоже самое.	0	0	
1428	лентач	[id88156794|Никита], у меня для тебя плохие новости...	0	0	
333	медуза	Выступать можно, только медали потом заберут...	0	0	
1804	лентач	[id665269165|Сергей], не можешь придумать нормальный ответ, назови кремлеботом и ватой!) стратегическое мышление)	0	0	
89	медуза	Когда чеченцы обещают отрезать головы единоросам - это же ржач просто)	0	0	
88	медуза	[id598510642|Алексей], каков поп, таков и приход	0	0	
2860	дождь	"[id138280294|Антон], это от сздателей ""Украина скоро развалится"" и ""Украина скоро замерзнет"", ""Украину поделят на части"", ""В Украине распинают руских младенцев"" и тд!)"	0	0	
2942	дождь	[id426051390|Дмитрий], мат часть.... да иди ты сам... учи??	0	0	
2541	дождь	[id461375000|Тамара],	0	0	
271	медуза	У них че богатейшие люди в раде не сидят? Не скрепно	0	0	
41	медуза	Это только на пользу России (как и все остальные провалы Путина).	0	0	
735	медуза	[id232269|Artem], в ритм не попадал так, что после него и Дубинин не успевал за барабанами)	0	0	
830	медуза	[id689674197|Саффокл], благодарю, было лень искать с телефона	0	0	
81	медуза	[id483002399|Максим], он вёл себя, как гражданин России, они режут головы своим чеченам, это же хорошо, что не обычным русским парням идти и резать их за них	0	0	
1922	лентач	[id165748030|Владислав], ты так стрёмно вырезал. кинь сюда их релиз, а не пересказ от риа	0	0	
1039	лентач	[id85966854|Ирина],	0	0	
1852	лентач	[id215862086|Валентин], ну, тащемта, тут как с сыном Лукашенко - она во взрослую херню (олимпиаду) полезла, так и спрос с тебя, как со взрослой, без поблажек.	0	0	
1642	лентач	[id43015311|Алексей], то что его смотрят и рейтинги хорошие не значит что никто не делает замечание про негров эльфов... На иностранных форумах и реддите тоже полно комментов, но это же не значит что сериал не смотреть теперь?	0	0	
806	медуза	[id178909283|Dato], ?? ??	0	0	
581	медуза	[id12286294|Николай], так разговор идёт о госкомпаниях.Поэтому,то что государство скажет покупать государственным компаниям,то они и должны купить.	0	0	
241	медуза	[id483002399|Максим], почему Хабенский так выделен или другие фамилии тебе ни о чем не говорят?	0	0	
660	медуза		0	0	
657	медуза	В итоге вторжение будет или уже юридически можно признавать США фейкометами?	0	0	
2075	дождь	[id176521513|Алексей], Россия нападет в любом случае, это как Гитлер, никакие договоры не помогут	0	0	
851	медуза	Самые не интересные новости	0	0	
1494	лентач	[id2139173|Алексей], это именно проект по сокращению населения на планете. Хотелось бы знать почему его начали с Европы.	0	0	
85	медуза	[id245116690|Виталий], это преступления официально осуждены руководством чечни и Российским государством и по ним заведены уголовные дела и ведётся расследования	0	0	
2685	дождь	[id182745733|Алексей], простите, в какой стране ЕС ( или штате США) вы платили налоги?	0	0	
580	медуза	[id452831118|Alexander], какое развитие в условиях, когда закупка идёт по указке сверху? Развитие бывает только при конкуренции, а тут сделали хрень и дальше стараться смысла нет, всё равно купят из-за запрета приобретать то, что лучше.	0	1	
685	медуза	[id499300358|Slava], дали уже по зубам mh17, а до этого российскому гражданскому борту. Украина сбивает исключительно мирных людей.	0	0	
1721	лентач	[id2104931|Evgeniy], билеты дичь дорогие, небось. не от 100 как в регулярке. Что там в городе было после матча?	0	0	
535	медуза	[id920482|Роман], согласен. Только за конченый имбецил может защищать коррупцию. Но Рома смог. Медаль тебе	0	1	
337	медуза	Там пацану пять лет дали за компьютерную игру. По логике эту надо расстрелять.	0	0	
2656	дождь	Посла рвало на Родину...	0	0	
1920	лентач	Не знали (!), что олимпийца (!!) нужно проверять на допинг до начала Олимпийских игр (!!!)  Вот такая компетенция у всемирных организаций, доверие нисколько не подрывается	0	0	
2763	дождь	[id658179580|Сергей], фашисткого выродка забыли спросить	0	1	
492	медуза	[id211445208|Nick], бывает, читай больше, спи по 8 часов и хорошо питайся, должно пройти	0	0	
414	медуза	[id12276178|Сергей], наоборот быть глиномесом значит зайти в тупиковую ветвь эволюции	0	1	
1860	лентач	[id138968138|Павел], не. Самые токсичные - это те кто по какой-то причине за ними следит)	0	0	
1269	лентач	И американцы их поздравили четыре пять	0	0	
2165	дождь	[id685229480|Владимир], а что Вы предлагаете,есть план на изменение курса?	0	0	
190	медуза	[id96081149|Николай], ты видел меня на помойках))))))) а что ты там делал?????	0	0	
1609	лентач	"Надо снимать две версии - ""Властелин колец: Кольца власти"" и ""Властелин колец: Кольца власти. Black edition"""	0	0	
439	медуза	Этой новости как уже несколько дней, а точнее практически неделя.	0	0	
2616	дождь	[id619708832|Алёша], тебя навальный изнасиловал что ли? О чём речь поста, клоун?	0	1	
2418	дождь	[id704299748|Альберт],	0	0	
2466	дождь	[id201979830|Анастасия],	0	0	
2032	дождь	Это бункерное чучело только смех и отвращение вызывает????	0	1	
312	медуза	[id345761602|Никита], бот, конечно, но не могу же я выставить и про него такую таблицу, если его ещё не успели в базу внести.	0	0	
2877	дождь	[id658179580|Сергей], ты-дoлбoёб...	1	1	[id658179580|Сергей], ты-долбоёб...
1515	лентач	Я вот не пойму почему всегда пропорции заразившихся и выздоровевших близки? Например- заразились 24 тыс., выздроров. 23,5тыс. А если заразились 180тыс., то выздоров. 179тыс. С хуяли они близки? А че так не бывает- заразились 24тыс., выздоров 179тыс.? В чем ваш секрет пиздаболы?	0	0	
2976	дождь	[id658179580|Сергей], а его все ратифицировали, не напомните?	0	0	
947	медуза	[id364267125|Анатолий], да и пользоваться этим оружием и техникой в кратчайшие сроки никто научить не успеет	0	0	
2486	дождь	[id636068667|Низа], ????????????????????????????	0	0	
611	медуза	потратят на это 1 трлн налоговых денег	0	0	
835	медуза	[id640890552|Алексей],	0	0	
1942	лентач	[id556011771|Павел], это заводы пихают хрен знает что в сигареты, а не настоящий табак. К ним вопросы	0	0	
1408	лентач	Хахахах) даже депутаты прячутся от законных террористов.  Великая страна)	0	0	
2019	дождь		0	0	
1603	лентач	[id402171396|Mikhail], людям, не отличающим жанр фэнтези от жанра фантастики, слова не давали	0	0	
2935	дождь	[id57537254|Дмитрий], без «допинга» НАШИМ  никак нельзя!!! Мы же не хотим , чтобы они стали ТАКИМИ. ????????????	0	0	
2005	дождь	[id619708832|Алёша], ????????	0	0	
739	медуза	[id137962692|Михаил], тебя никто ни о чем не спрашивал. Ты зачем сюда влез?	0	0	
191	медуза	Повтор. Пару недель назад уже было	0	0	
55	медуза	[id172606563|Дмитрий], я не говорил, что МОК это на сто процентов политизированная организация. Я вообще про МОК ничего не говорил, тебе нужно было у Сергея Денисова про это спрашивать. Твой юрист не может быть политизирован против тебя по определению. Это элементарная профессиональная этика. А чм по футболу отдали России в 2011 году, когда отношения были в довольно безоблачном состоянии.	0	0	
1667	лентач	[id905853|Таня], им щас необязательно становиться звёздами, они ж не белые ??	0	0	
1217	лентач	[id107117263|Артём], одна закрытая анонимная страница верещит про другую закрытую страницу. Как мило. ??  Лично с твоей зарплаты будем часть денег отбирать в пользу бедных ЛНР/ДНР. ??	0	0	
2094	дождь	[id694291319|Евгений], крым тоже так говорил, только кормить не собирается, только деньги просит.	0	0	
2663	дождь	Самая xудшая ценность — война, санкции, коррупция и пенсия 100 $. Это путинские ценности дикарей и варваров.	0	0	
146	медуза	На посты о Навальном до сих пор больше всего сбегается продажных кремлёвских шкур. Это радостно. До сих пор боятся Алексея,хотя столько времени человек изолирован. И на эту тему самые идиотские комменты кремлеботов.	0	1	
643	медуза	Девальвация валюты, быдловатая внешняя политика, узурпация власти, государственная монополизация и уничтожение всей оппозиции. Нет, А дАвАйТе ВсЮ нЕдЕлЮ оБсУжДаТь ФрАзУ пУтЕнА!!11)))11 Тактика отвлечения народа всякой х.йней работает на Ура уже десяток лет	1	0	Девальвация валюты, быдловатая внешняя политика, узурпация власти, государственная монополизация и уничтожение всей оппозиции. Нет, А дАвАйТе ВсЮ нЕдЕлЮ оБсУжДаТь ФрАзУ пУтЕнА!!11)))11 Тактика отвлечения народа всякой хуйней работает на Ура уже десяток лет
32	медуза	[id238092031|?лег], не визжи, лахтодырка ??!??	0	1	
2338	дождь	[id688762712|Murat], Войну мутит незалежна. Больно хочется вернуть Донецк и Луганск. А Метисам какое до этого дело?	0	1	
2974	дождь	[id131887586|Антон], у тебя хорошая память, респект. Один ты о них ещё помнишь.	0	0	
1469	лентач	очередное закручивание гаек, всё для подавления личности	0	0	
717	медуза	Фото с места событий	0	0	
1465	лентач	[id96032722|Кирилл], ну это про тех, кто попался и уже без прав. Это с горем пополам понятно.  А речь идёт ещё и о тех, которых не лишали. С ними то что, лишать прав просто за то, что алкаш?))	0	0	
2846	дождь	[id197393836|Иван], те ни кто не спрашивал холоп, как ты себя чувствуешь дурак ватный!)	0	1	
1564	лентач	Когда США действительно многонациональная страна созданная мигрантами, а эРэФия клоака населенная недобитыми нацистами черепомерами недовольная не тем оттенком кожи у выдуманных кино героев.	0	1	
2215	дождь	Логунов Харьков не любит путинистов. Именно в Харькове сложили обидную песню про Путина.	0	0	
1441	лентач	[id77961901|Виталий],  Даже мои тапочки смеются.   Алкоголь употребляет бОльшая часть взрослого населения, в большинстве стран мира.	0	0	
637	медуза	[id115521448|Vadym], маня трусливая(	0	1	
2198	дождь	[id131887586|Антон], ему еврейские цыгане нашептали??	0	0	
226	медуза	[id167676219|Олег], это и будет вторжением. Донецкая и Луганская области даже по официальной позиции России сейчас территория Украины.	0	0	
2362	дождь	[id202727298|Андрей], ты меньше  ИноСМИ читай, соросёнок! В конституции Украины прописано о стремлении ее в НАТО. А доктрина НАТО определила Россию своей угрозой, как и США. Ты логику учил? Мы что должны ждать пока НАТО развернет свои ракеты у нас под носом?	0	0	
2097	дождь	[id620419423|Эдуард], хороший вопрос	0	0	
2448	дождь	[id651319641|Людмила], ???	0	0	
1140	лентач	[id985594|Юра], там кпрф	0	0	
1616	лентач	[id617658661|Подпоручик], они сделали негром русалочку, фею крёстную, Анну Болейн... Как ты думаешь?	0	0	
779	медуза	[id131528503|Илья], а зачем ставить НАТО ультиматумы? Зачем каждый день ходить с перекошенной от ненависти мордой и рассказывать быдлочастушки? Вопросов много	0	1	
2820	дождь	[id182745733|Alexey], кто не показал? В смысле, Питер Джексон? У него не было прав экранизировать это, поэтому и не показали	0	0	
